"";"nomor_urut";"jenis_kelamin";"umur";"fakultas";"prodi";"tingkat_semester";"uang_saku";"kepemilikan_mobil";"kepemilikan_motor";"kepemilikan_sepeda";"kendaraan_utama";"jenis_tempat_tinggal";"jarak";"jumlah_perjalanan_selasa";"jumlah_perjalanan_rabu";"jumlah_perjalanan_kamis";"jumlah_perjalanan_jumat";"jumlah_perjalanan_sabtu";"jumlah_perjalanan_ahad"
"657";257;"Perempuan";21;"Fakultas Ekonomi dan Bisnis";"Manajemen";"4 (Semester 7 - Semester 8)";"2,1 jt – 3 jt";1;1;0;"Transportasi Online";"Rumah pribadi/rumah keluarga";3,24992931482921;2;2;2;1;2;3
"658";258;"Perempuan";22;"Fakultas Hukum";"Ilmu Hukum";"4 (Semester 7 - Semester 8)";"2,1 jt – 3 jt";1;2;0;"Transportasi Online";"Rumah pribadi/rumah keluarga";3,17161738737685;2;1;2;2;2;1
"659";259;"Laki-Laki";22;"Fakultas Hukum";"Ilmu Hukum";"4 (Semester 7 - Semester 8)";"3,1 jt – 4 jt";4;2;0;"Mobil Pribadi";"Rumah pribadi/rumah keluarga";4,49800921444061;2;1;2;2;1;3
"660";260;"Perempuan";21;"Fakultas Ekonomi dan Bisnis";"Manajemen";"4 (Semester 7 - Semester 8)";"2,1 jt – 3 jt";1;1;0;"Transportasi Online";"Rumah pribadi/rumah keluarga";1,1839313807962;2;2;2;1;2;1
"661";261;"Perempuan";21;"Fakultas Ekonomi dan Bisnis";"Manajemen";"4 (Semester 7 - Semester 8)";"3,1 jt – 4 jt";1;1;0;"Transportasi Online";"Rumah pribadi/rumah keluarga";1,1839313807962;2;2;2;1;2;2
"662";262;"Laki-Laki";22;"Fakultas Hukum";"Ilmu Hukum";"4 (Semester 7 - Semester 8)";"2,1 jt – 3 jt";2;1;0;"Mobil Pribadi";"Rumah pribadi/rumah keluarga";5,26377483240911;1;1;1;1;1;1
"663";263;"Perempuan";21;"Fakultas Hukum";"Ilmu Hukum";"4 (Semester 7 - Semester 8)";"2,1 jt – 3 jt";1;2;0;"Transportasi Online";"Rumah pribadi/rumah keluarga";1,17939814259007;2;2;2;1;1;1
"664";264;"Perempuan";22;"Fakultas Hukum";"Ilmu Hukum";"4 (Semester 7 - Semester 8)";"2,1 jt – 3 jt";2;1;0;"Transportasi Online";"Rumah pribadi/rumah keluarga";1,43905607389799;2;2;2;1;2;1
"665";265;"Laki-Laki";22;"Fakultas Hukum";"Ilmu Hukum";"4 (Semester 7 - Semester 8)";"3,1 jt – 4 jt";2;2;0;"Mobil Pribadi";"Rumah pribadi/rumah keluarga";4,44893035223097;1;1;1;1;1;1
"666";266;"Laki-Laki";22;"Fakultas Ekonomi dan Bisnis";"Manajemen";"4 (Semester 7 - Semester 8)";"< 1 jt";1;1;0;"Sepeda";"Rumah bersama saudara";5,36242713408075;1;1;1;3;3;4
"667";267;"Perempuan";22;"Fakultas Ekonomi dan Bisnis";"Akuntansi";"4 (Semester 7 - Semester 8)";"< 1 jt";0;1;0;"Sepeda Motor Pribadi";"Rumah bersama saudara";3,30858486471076;1;1;1;1;1;1
"668";268;"Perempuan";22;"Fakultas Ekonomi dan Bisnis";"Manajemen";"4 (Semester 7 - Semester 8)";"< 1 jt";1;1;0;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";1,99391689793145;4;1;1;3;1;1
"669";269;"Perempuan";22;"Fakultas Ilmu Komputer";"Informatika";"4 (Semester 7 - Semester 8)";"1 jt – 2 jt";1;1;1;"Mobil Pribadi";"Rumah pribadi/rumah keluarga";1,69077307920231;2;3;2;2;3;2
"670";270;"Laki-Laki";21;"Fakultas Hukum";"Ilmu Hukum";"4 (Semester 7 - Semester 8)";"2,1 jt – 3 jt";2;1;0;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";2,36438695683741;2;2;2;2;2;1
"671";271;"Laki-Laki";22;"Fakultas Ekonomi dan Bisnis";"Manajemen";"4 (Semester 7 - Semester 8)";"< 1 jt";1;1;0;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";4,20820730096355;2;3;1;4;1;1
"672";272;"Perempuan";22;"Fakultas Ekonomi dan Bisnis";"Manajemen";"4 (Semester 7 - Semester 8)";"< 1 jt";0;1;0;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";2,1311689062525;1;3;1;1;2;1
"673";273;"Perempuan";19;"Fakultas Ekonomi dan Bisnis";"Manajemen";"2 (Semester 3 – Semester 4)";"3,1 jt – 4 jt";2;1;0;"Mobil Pribadi";"Rumah pribadi/rumah keluarga";3,11925697943133;3;3;3;3;2;3
"674";274;"Perempuan";20;"Fakultas Hukum";"Ilmu Hukum";"3 (Semester 5 - Semester 6)";"1 jt – 2 jt";1;2;0;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";1,84241041434341;2;2;2;2;2;1
"675";275;"Laki-Laki";22;"Fakultas Hukum";"Ilmu Hukum";"4 (Semester 7 - Semester 8)";"2,1 jt – 3 jt";2;1;0;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";2,72511416770343;2;2;2;2;2;3
"676";276;"Laki-Laki";19;"Fakultas Ekonomi dan Bisnis";"Manajemen";"3 (Semester 5 - Semester 6)";"2,1 jt – 3 jt";0;4;0;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";1,24440370700775;6;6;1;1;1;1
"677";277;"Laki-Laki";20;"Fakultas Ekonomi dan Bisnis";"Manajemen";"3 (Semester 5 - Semester 6)";"1 jt – 2 jt";1;1;0;"Mobil Pribadi";"Rumah pribadi/rumah keluarga";7,55293846024098;2;1;2;2;1;1
"678";278;"Laki-Laki";22;"Fakultas Ekonomi dan Bisnis";"Manajemen";"4 (Semester 7 - Semester 8)";"2,1 jt – 3 jt";2;2;0;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";2,72511416770343;1;1;1;1;1;1
"679";279;"Perempuan";19;"Fakultas Ilmu Sosial dan Politik";"Administrasi Publik";"2 (Semester 3 – Semester 4)";"2,1 jt – 3 jt";0;0;0;"Transportasi Online";"Kos Sendiri";0,421196876042652;2;2;1;2;1;1
"680";280;"Laki-Laki";21;"Fakultas Hukum";"Ilmu Hukum";"4 (Semester 7 - Semester 8)";"1 jt – 2 jt";2;1;1;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";3,1167706837109;3;1;1;5;2;2
"681";281;"Laki-Laki";18;"Fakultas Ekonomi dan Bisnis";"Manajemen";"4 (Semester 7 - Semester 8)";"3,1 jt – 4 jt";3;4;1;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";2,84258726615557;1;4;1;4;2;2
"682";282;"Laki-Laki";21;"Fakultas Ekonomi dan Bisnis";"Manajemen";"4 (Semester 7 - Semester 8)";"2,1 jt – 3 jt";2;3;0;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";3,75679620772303;3;3;1;1;2;2
"683";283;"Perempuan";22;"Fakultas Ilmu Sosial dan Politik";"Administrasi Bisnis";"4 (Semester 7 - Semester 8)";"1 jt – 2 jt";0;0;0;"Transportasi Online";"Kos Sendiri";0,421196876042652;3;3;2;2;2;1
"684";284;"Laki-Laki";21;"Fakultas Hukum";"Ilmu Hukum";"4 (Semester 7 - Semester 8)";"2,1 jt – 3 jt";1;3;0;"Sepeda Motor Pribadi";"Rumah bersama saudara";2,1311689062525;1;1;1;1;1;1
"685";285;"Laki-Laki";18;"Fakultas Ilmu Komputer";"Sistem Informasi";"1 (Semester 1 – Semester 2)";"1 jt – 2 jt";2;2;0;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";4,80199702609362;2;4;4;2;2;3
"686";286;"Perempuan";21;"Fakultas Ilmu Sosial dan Politik";"Ilmu Komunikasi";"4 (Semester 7 - Semester 8)";"2,1 jt – 3 jt";1;2;1;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";1,19698084960908;4;1;3;1;2;1
"687";287;"Perempuan";19;"Fakultas Ekonomi dan Bisnis";"Akuntansi";"2 (Semester 3 – Semester 4)";"2,1 jt – 3 jt";3;2;0;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";5,48212140155688;2;3;4;3;1;1
"688";288;"Laki-Laki";18;"Fakultas Ekonomi dan Bisnis";"Akuntansi";"1 (Semester 1 – Semester 2)";"1 jt – 2 jt";1;1;0;"Mobil Pribadi";"Rumah pribadi/rumah keluarga";4,68439432234469;1;2;1;1;2;2
"689";289;"Laki-Laki";22;"Fakultas Ilmu Komputer";"Informatika";"4 (Semester 7 - Semester 8)";"3,1 jt – 4 jt";4;3;1;"Mobil Pribadi";"Rumah pribadi/rumah keluarga";5,65453261540912;2;2;2;2;1;2
"690";290;"Perempuan";21;"Fakultas Ekonomi dan Bisnis";"Manajemen";"4 (Semester 7 - Semester 8)";"2,1 jt – 3 jt";2;2;0;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";2,71397066364127;2;2;1;2;2;1
"691";291;"Perempuan";18;"Fakultas Ilmu Sosial dan Politik";"Administrasi Bisnis";"1 (Semester 1 – Semester 2)";"2,1 jt – 3 jt";2;2;0;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";3,02553843317727;1;2;2;3;1;1
"692";292;"Laki-Laki";21;"Fakultas Teknik";"Teknik Sipil";"4 (Semester 7 - Semester 8)";"1 jt – 2 jt";2;1;0;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";1,97739076110086;2;2;2;1;1;1
"693";293;"Laki-Laki";19;"Fakultas Ilmu Sosial dan Politik";"Administrasi Bisnis";"2 (Semester 3 – Semester 4)";"2,1 jt – 3 jt";3;3;1;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";4,76606018766101;4;2;4;2;1;2
"694";294;"Perempuan";19;"Fakultas Hukum";"Ilmu Hukum";"2 (Semester 3 – Semester 4)";"2,1 jt – 3 jt";1;3;0;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";3,10891386512865;1;1;1;1;1;1
"695";295;"Perempuan";20;"Fakultas Hukum";"Ilmu Hukum";"3 (Semester 5 - Semester 6)";"3,1 jt – 4 jt";NA;2;0;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";1,63616018113827;4;4;1;1;2;1
"696";296;"Laki-Laki";21;"Fakultas Hukum";"Ilmu Hukum";"4 (Semester 7 - Semester 8)";"2,1 jt – 3 jt";1;3;0;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";1,63616018113827;2;2;1;2;1;1
"697";297;"Laki-Laki";21;"Fakultas Hukum";"Ilmu Hukum";"3 (Semester 5 - Semester 6)";"1 jt – 2 jt";1;1;0;"Mobil Pribadi";"Rumah pribadi/rumah keluarga";6,16881833833984;2;1;2;2;2;1
"698";298;"Perempuan";21;"Fakultas Ekonomi dan Bisnis";"Manajemen";"3 (Semester 5 - Semester 6)";"1 jt – 2 jt";0;0;0;"Transportasi Online";"Kos Sendiri";2,33776262687752;2;4;2;2;1;1
"699";299;"Perempuan";21;"Fakultas Ilmu Sosial dan Politik";"Ilmu Komunikasi";"3 (Semester 5 - Semester 6)";"1 jt – 2 jt";0;0;0;"Transportasi Online";"Kos Sendiri";1,07822866558255;4;2;2;3;1;1
"700";300;"Laki-Laki";21;"Fakultas Ilmu Komputer";"Informatika";"3 (Semester 5 - Semester 6)";"1 jt – 2 jt";1;1;0;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";2,71347395189323;2;2;4;2;2;2
"701";301;"Perempuan";21;"Fakultas Ekonomi dan Bisnis";"Akuntansi";"3 (Semester 5 - Semester 6)";"1 jt – 2 jt";0;0;0;"Transportasi Online";"Kos Sendiri";0,583639071175266;2;4;2;4;3;2
"702";302;"Laki-Laki";19;"Fakultas Hukum";"Ilmu Hukum";"2 (Semester 3 – Semester 4)";"< 1 jt";1;2;2;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";1,09540991391915;1;1;1;1;1;1
"703";303;"Laki-Laki";21;"Fakultas Ekonomi dan Bisnis";"Manajemen";"4 (Semester 7 - Semester 8)";"2,1 jt – 3 jt";2;3;2;"Mobil Pribadi";"Rumah pribadi/rumah keluarga";5,30121379931921;1;1;1;1;1;1
"704";304;"Perempuan";18;"Fakultas Ekonomi dan Bisnis";"Manajemen";"1 (Semester 1 – Semester 2)";"1 jt – 2 jt";1;3;1;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";5,41827367335269;1;1;1;1;1;1
"705";305;"Laki-Laki";20;"Fakultas Hukum";"Ilmu Hukum";"3 (Semester 5 - Semester 6)";"< 1 jt";1;2;1;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";4,93169122798524;1;1;1;1;1;1
"706";306;"Perempuan";20;"Fakultas Hukum";"Ilmu Hukum";"3 (Semester 5 - Semester 6)";"1 jt – 2 jt";1;3;1;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";6,1138734062056;1;1;1;1;1;1
"707";307;"Perempuan";21;"Fakultas Ekonomi dan Bisnis";"Manajemen";"3 (Semester 5 - Semester 6)";"1 jt – 2 jt";1;2;1;"Mobil Pribadi";"Kos Sendiri";0,997812015015302;1;1;1;1;1;1
"708";308;"Perempuan";21;"Fakultas Hukum";"Ilmu Hukum";"3 (Semester 5 - Semester 6)";"1 jt – 2 jt";1;1;1;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";3,8251661861918;1;1;1;1;1;1
"709";309;"Laki-Laki";21;"Fakultas Hukum";"Ilmu Hukum";"3 (Semester 5 - Semester 6)";"1 jt – 2 jt";2;3;3;"Mobil Pribadi";"Rumah pribadi/rumah keluarga";3,52011744436129;1;1;1;1;1;1
"710";310;"Laki-Laki";19;"Fakultas Ekonomi dan Bisnis";"Manajemen";"2 (Semester 3 – Semester 4)";"2,1 jt – 3 jt";1;0;1;"Mobil Pribadi";"Rumah pribadi/rumah keluarga";5,60312978608286;1;1;1;1;1;1
"711";311;"Perempuan";19;"Fakultas Ekonomi dan Bisnis";"Manajemen";"2 (Semester 3 – Semester 4)";"1 jt – 2 jt";2;2;1;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";3,68481447802324;1;1;1;1;1;1
"712";312;"Perempuan";21;"Fakultas Ilmu Sosial dan Politik";"Ilmu Komunikasi";"3 (Semester 5 - Semester 6)";"1 jt – 2 jt";0;0;0;"Transportasi Online";"Kos Sendiri";0,223526852415748;2;3;2;2;2;1
"713";313;"Laki-Laki";21;"Fakultas Ekonomi dan Bisnis";"Akuntansi";"3 (Semester 5 - Semester 6)";"1 jt – 2 jt";0;1;0;"Sepeda Motor Pribadi";"Rumah bersama saudara";2,25303567349019;2;1;3;4;2;1
"714";314;"Perempuan";22;"Fakultas Ekonomi dan Bisnis";"Manajemen";"4 (Semester 7 - Semester 8)";"1 jt – 2 jt";0;1;0;"Sepeda Motor Pribadi";"Kos Sendiri";1,66118443363027;2;1;2;2;1;1
"715";315;"Laki-Laki";22;"Fakultas Hukum";"Ilmu Hukum";"4 (Semester 7 - Semester 8)";"1 jt – 2 jt";1;0;0;"Mobil Pribadi";"Rumah bersama saudara";2,77064191774206;2;2;2;2;2;3
"716";316;"Laki-Laki";21;"Fakultas Hukum";"Ilmu Hukum";"4 (Semester 7 - Semester 8)";"1 jt – 2 jt";0;3;0;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";2,12124626408451;3;3;3;1;1;1
"717";317;"Perempuan";21;"Fakultas Ilmu Sosial dan Politik";"Administrasi Publik";"4 (Semester 7 - Semester 8)";"3,1 jt – 4 jt";1;3;0;"Sepeda Motor Pribadi";"Rumah bersama saudara";0,944185368124915;3;3;3;3;1;2
"718";318;"Laki-Laki";21;"Fakultas Ekonomi dan Bisnis";"Manajemen";"4 (Semester 7 - Semester 8)";"3,1 jt – 4 jt";2;2;0;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";5,86943302395004;4;4;4;1;4;2
"719";319;"Perempuan";22;"Fakultas Hukum";"Ilmu Hukum";"4 (Semester 7 - Semester 8)";"3,1 jt – 4 jt";2;2;0;"Sepeda Motor Pribadi";"Rumah bersama saudara";3,73609307589306;4;4;4;1;1;1
"720";320;"Perempuan";18;"Fakultas Ilmu Sosial dan Politik";"Ilmu Komunikasi";"1 (Semester 1 – Semester 2)";"1 jt – 2 jt";2;2;0;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";3,52319658916395;2;2;4;4;2;2
"721";321;"Perempuan";19;"Fakultas Ilmu Sosial dan Politik";"Ilmu Komunikasi";"2 (Semester 3 – Semester 4)";"< 1 jt";0;0;0;"Berjalan Kaki";"Kos Sendiri";0,421196876042652;5;2;5;4;5;4
"722";322;"Perempuan";19;"Fakultas Ilmu Sosial dan Politik";"Administrasi Publik";"2 (Semester 3 – Semester 4)";"2,1 jt – 3 jt";2;1;0;"Mobil Pribadi";"Rumah pribadi/rumah keluarga";5,48381202705011;2;1;4;2;2;1
"723";323;"Perempuan";19;"Fakultas Ekonomi dan Bisnis";"Manajemen";"2 (Semester 3 – Semester 4)";"1 jt – 2 jt";2;2;0;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";5,93415021926971;4;4;2;2;1;1
"724";324;"Laki-Laki";22;"Fakultas Teknik";"Teknik Sipil";"4 (Semester 7 - Semester 8)";"2,1 jt – 3 jt";2;2;0;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";7,72106155786754;2;3;2;2;2;1
"725";325;"Laki-Laki";22;"Fakultas Teknik";"Teknik Sipil";"4 (Semester 7 - Semester 8)";"< 1 jt";1;1;1;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";3,74616439368975;4;2;4;4;2;2
"726";326;"Laki-Laki";19;"Fakultas Teknik";"Teknik Sipil";"2 (Semester 3 – Semester 4)";"1 jt – 2 jt";1;1;0;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";4,80476407052472;3;3;3;2;3;1
"727";327;"Perempuan";23;"Fakultas Teknik";"Teknik Sipil";"4 (Semester 7 - Semester 8)";"1 jt – 2 jt";2;1;0;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";5,77542039606597;1;1;4;2;2;1
"728";328;"Perempuan";20;"Fakultas Ilmu Sosial dan Politik";"Administrasi Publik";"2 (Semester 3 – Semester 4)";"2,1 jt – 3 jt";2;0;0;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";6,93740299915999;3;2;2;2;2;1
"729";329;"Perempuan";22;"Fakultas Hukum";"Ilmu Hukum";"4 (Semester 7 - Semester 8)";"1 jt – 2 jt";1;3;0;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";4,69472151567341;3;3;2;2;3;2
"730";330;"Perempuan";22;"Fakultas Ilmu Sosial dan Politik";"Ilmu Komunikasi";"4 (Semester 7 - Semester 8)";"1 jt – 2 jt";1;3;0;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";3,41755778242172;3;2;2;5;2;2
"731";331;"Perempuan";21;"Fakultas Ekonomi dan Bisnis";"Manajemen";"4 (Semester 7 - Semester 8)";"1 jt – 2 jt";2;1;0;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";1,47018338196726;4;1;2;3;1;1
"732";332;"Perempuan";20;"Fakultas Ilmu Sosial dan Politik";"Administrasi Bisnis";"2 (Semester 3 – Semester 4)";"1 jt – 2 jt";2;2;0;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";2,41265708018609;3;3;2;3;2;1
"733";333;"Perempuan";18;"Fakultas Hukum";"Ilmu Hukum";"1 (Semester 1 – Semester 2)";"2,1 jt – 3 jt";2;1;1;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";6,21281228647315;2;4;3;1;1;1
"734";334;"Perempuan";22;"Fakultas Hukum";"Ilmu Hukum";"4 (Semester 7 - Semester 8)";"1 jt – 2 jt";1;3;0;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";2,2792264998007;3;2;4;1;3;1
"735";335;"Laki-Laki";21;"Fakultas Ilmu Sosial dan Politik";"Administrasi Publik";"4 (Semester 7 - Semester 8)";"2,1 jt – 3 jt";2;2;0;"Mobil Pribadi";"Rumah pribadi/rumah keluarga";2,19544251213099;2;2;2;2;2;1
"736";336;"Perempuan";21;"Fakultas Ekonomi dan Bisnis";"Manajemen";"3 (Semester 5 - Semester 6)";"1 jt – 2 jt";1;1;0;"Mobil Pribadi";"Rumah pribadi/rumah keluarga";4,63063919806587;2;4;1;2;1;2
"737";337;"Laki-Laki";22;"Fakultas Ilmu Komputer";"Sistem Informasi";"4 (Semester 7 - Semester 8)";"1 jt – 2 jt";0;0;0;"Transportasi Online";"Kos Sendiri";0,330821916068864;2;3;2;1;3;2
"738";338;"Perempuan";21;"Fakultas Ekonomi dan Bisnis";"Akuntansi";"3 (Semester 5 - Semester 6)";"1 jt – 2 jt";0;1;0;"Sepeda Motor Pribadi";"Rumah bersama saudara";7,86591109554489;2;2;2;4;3;1
"739";339;"Perempuan";21;"Fakultas Ekonomi dan Bisnis";"Manajemen";"3 (Semester 5 - Semester 6)";"1 jt – 2 jt";0;1;0;"Sepeda Motor Pribadi";"Kos bersama-sama";1,23591537162229;3;1;4;2;4;1
"740";340;"Laki-Laki";22;"Fakultas Ilmu Komputer";"Sistem Informasi";"4 (Semester 7 - Semester 8)";"2,1 jt – 3 jt";1;2;1;"Mobil Pribadi";"Kos bersama-sama";0,470414021060994;2;2;2;2;1;3
"741";341;"Perempuan";21;"Fakultas Ilmu Sosial dan Politik";"Ilmu Komunikasi";"3 (Semester 5 - Semester 6)";"1 jt – 2 jt";0;1;0;"Sepeda Motor Pribadi";"Rumah bersama saudara";3,8297135358131;2;2;2;3;1;2
"742";342;"Laki-Laki";22;"Fakultas Teknik";"Teknik Mesin";"4 (Semester 7 - Semester 8)";"2,1 jt – 3 jt";1;1;0;"Mobil Pribadi";"Rumah pribadi/rumah keluarga";8,29932612398892;1;1;3;2;2;1
"743";343;"Laki-Laki";22;"Fakultas Ilmu Komputer";"Informatika";"4 (Semester 7 - Semester 8)";"2,1 jt – 3 jt";1;1;1;"Mobil Pribadi";"Rumah bersama saudara";2,07135904094505;2;2;2;2;2;1
"744";344;"Laki-Laki";22;"Fakultas Hukum";"Ilmu Hukum";"4 (Semester 7 - Semester 8)";"2,1 jt – 3 jt";3;3;1;"Mobil Pribadi";"Rumah pribadi/rumah keluarga";0,437019784642469;2;1;3;2;2;2
"745";345;"Laki-Laki";22;"Fakultas Hukum";"Ilmu Hukum";"4 (Semester 7 - Semester 8)";"1 jt – 2 jt";2;2;0;"Mobil Pribadi";"Rumah pribadi/rumah keluarga";2,84940881974044;1;2;2;3;3;1
"746";346;"Perempuan";19;"Fakultas Ilmu Sosial dan Politik";"Administrasi Publik";"2 (Semester 3 – Semester 4)";"1 jt – 2 jt";2;2;0;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";2,64619900289878;3;2;3;1;2;1
"747";347;"Perempuan";20;"Fakultas Teknik";"Teknik Sipil";"3 (Semester 5 - Semester 6)";"1 jt – 2 jt";1;3;0;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";4,80427692600656;4;2;2;2;2;2
"748";348;"Perempuan";22;"Fakultas Teknik";"Teknik Sipil";"4 (Semester 7 - Semester 8)";"1 jt – 2 jt";2;2;1;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";5,85514739434789;4;2;2;1;1;1
"749";349;"Laki-Laki";20;"Fakultas Hukum";"Ilmu Hukum";"3 (Semester 5 - Semester 6)";"1 jt – 2 jt";1;3;1;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";2,74094827416031;1;3;2;1;2;1
"750";350;"Laki-Laki";19;"Fakultas Hukum";"Ilmu Hukum";"2 (Semester 3 – Semester 4)";"1 jt – 2 jt";2;2;0;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";5,10973990853122;2;3;2;1;2;2
"751";351;"Laki-Laki";22;"Fakultas Hukum";"Ilmu Hukum";"4 (Semester 7 - Semester 8)";"2,1 jt – 3 jt";1;3;1;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";8,68542698120566;3;5;1;2;3;2
"752";352;"Laki-Laki";18;"Fakultas Ilmu Sosial dan Politik";"Administrasi Publik";"1 (Semester 1 – Semester 2)";"1 jt – 2 jt";1;4;0;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";3,96685999878227;3;4;2;2;1;1
"753";353;"Perempuan";18;"Fakultas Ilmu Sosial dan Politik";"Administrasi Publik";"1 (Semester 1 – Semester 2)";"1 jt – 2 jt";1;3;0;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";4,83005132660311;2;3;3;2;2;1
"754";354;"Laki-Laki";20;"Fakultas Ilmu Sosial dan Politik";"Ilmu Komunikasi";"3 (Semester 5 - Semester 6)";"1 jt – 2 jt";1;2;0;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";1,90883505840737;4;2;3;5;3;2
"755";355;"Laki-Laki";19;"Fakultas Teknik";"Teknik Sipil";"2 (Semester 3 – Semester 4)";"1 jt – 2 jt";1;2;0;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";6,04720403843312;1;2;2;1;2;1
"756";356;"Perempuan";20;"Fakultas Teknik";"Teknik Sipil";"3 (Semester 5 - Semester 6)";"< 1 jt";1;1;0;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";5,62748467283166;4;1;1;4;1;2
"757";357;"Laki-Laki";20;"Fakultas Teknik";"Teknik Sipil";"3 (Semester 5 - Semester 6)";"1 jt – 2 jt";2;2;1;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";5,3582236613678;2;2;2;3;1;1
"758";358;"Laki-Laki";19;"Fakultas Teknik";"Teknik Sipil";"2 (Semester 3 – Semester 4)";"1 jt – 2 jt";1;2;0;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";0,287605437711695;3;3;2;2;2;1
"759";359;"Laki-Laki";23;"Fakultas Ilmu Sosial dan Politik";"Administrasi Publik";"4 (Semester 7 - Semester 8)";"1 jt – 2 jt";1;2;0;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";4,38095652209345;3;3;3;3;3;1
"760";360;"Perempuan";21;"Fakultas Ilmu Sosial dan Politik";"Administrasi Publik";"4 (Semester 7 - Semester 8)";"1 jt – 2 jt";2;2;0;"Sepeda Motor Pribadi";"Rumah pribadi/rumah keluarga";2,87485952782776;2;1;1;2;4;3
"761";361;"Laki-Laki";18;"Fakultas Hukum";"Ilmu Hukum";"1 (Semester 1 – Semester 2)";"2,1 jt – 3 jt";0;2;1;"Berjalan Kaki";"Kos bersama-sama";0,140859752962515;2;4;2;2;3;1
"762";362;"Perempuan";18;"Fakultas Ilmu Komputer";"Informatika";"1 (Semester 1 – Semester 2)";"2,1 jt – 3 jt";1;2;1;"Berjalan Kaki";"Kos Sendiri";0,421196876042652;2;2;1;2;1;1
"763";363;"Laki-Laki";23;"Fakultas Hukum";"Ilmu Hukum";"4 (Semester 7 - Semester 8)";"< 1 jt";0;1;0;"Kendaraan Bermotor (menumpang dengan keluarga/teman)";"Rumah pribadi/rumah keluarga";6,08336672107041;3;3;2;3;1;1
"764";364;"Perempuan";20;"Fakultas Hukum";"Ilmu Hukum";"3 (Semester 5 - Semester 6)";"2,1 jt – 3 jt";3;3;2;"Mobil Pribadi";"Rumah pribadi/rumah keluarga";5,34813285023115;1;4;2;2;3;3
